"","date_time","minute_hour","hour","interval","date","count","day","date_abbrev"
"2925","10/04/2023, 10:30-44","10:30-44",10,"30-44","10/04/2023",5,"Wednesday","10.04"
"2926","10/04/2023, 10:30-44","10:30-44",10,"30-44","10/04/2023",2,"Wednesday","10.04"
"2927","10/04/2023, 10:45-59","10:45-59",10,"45-59","10/04/2023",7,"Wednesday","10.04"
"2928","10/04/2023, 10:45-59","10:45-59",10,"45-59","10/04/2023",6,"Wednesday","10.04"
"2929","10/04/2023, 11:00-14","11:00-14",11,"00-14","10/04/2023",1,"Wednesday","10.04"
"2930","10/04/2023, 11:00-14","11:00-14",11,"00-14","10/04/2023",41,"Wednesday","10.04"
"2931","10/04/2023, 11:00-14","11:00-14",11,"00-14","10/04/2023",1,"Wednesday","10.04"
"2932","10/04/2023, 11:00-14","11:00-14",11,"00-14","10/04/2023",5,"Wednesday","10.04"
"2933","10/04/2023, 11:00-14","11:00-14",11,"00-14","10/04/2023",99,"Wednesday","10.04"
"2934","10/04/2023, 11:15-29","11:15-29",11,"15-29","10/04/2023",45,"Wednesday","10.04"
"2935","10/04/2023, 11:15-29","11:15-29",11,"15-29","10/04/2023",2,"Wednesday","10.04"
"2936","10/04/2023, 11:15-29","11:15-29",11,"15-29","10/04/2023",4,"Wednesday","10.04"
"2937","10/04/2023, 11:15-29","11:15-29",11,"15-29","10/04/2023",84,"Wednesday","10.04"
"2938","10/04/2023, 11:30-44","11:30-44",11,"30-44","10/04/2023",45,"Wednesday","10.04"
"2939","10/04/2023, 11:30-44","11:30-44",11,"30-44","10/04/2023",1,"Wednesday","10.04"
"2940","10/04/2023, 11:30-44","11:30-44",11,"30-44","10/04/2023",3,"Wednesday","10.04"
"2941","10/04/2023, 11:30-44","11:30-44",11,"30-44","10/04/2023",82,"Wednesday","10.04"
"2942","10/04/2023, 11:45-59","11:45-59",11,"45-59","10/04/2023",1,"Wednesday","10.04"
"2943","10/04/2023, 11:45-59","11:45-59",11,"45-59","10/04/2023",43,"Wednesday","10.04"
"2944","10/04/2023, 11:45-59","11:45-59",11,"45-59","10/04/2023",1,"Wednesday","10.04"
"2945","10/04/2023, 11:45-59","11:45-59",11,"45-59","10/04/2023",7,"Wednesday","10.04"
"2946","10/04/2023, 11:45-59","11:45-59",11,"45-59","10/04/2023",57,"Wednesday","10.04"
"2947","10/04/2023, 12:00-14","12:00-14",12,"00-14","10/04/2023",60,"Wednesday","10.04"
"2948","10/04/2023, 12:00-14","12:00-14",12,"00-14","10/04/2023",3,"Wednesday","10.04"
"2949","10/04/2023, 12:00-14","12:00-14",12,"00-14","10/04/2023",91,"Wednesday","10.04"
"2950","10/04/2023, 12:15-29","12:15-29",12,"15-29","10/04/2023",57,"Wednesday","10.04"
"2951","10/04/2023, 12:15-29","12:15-29",12,"15-29","10/04/2023",12,"Wednesday","10.04"
"2952","10/04/2023, 12:15-29","12:15-29",12,"15-29","10/04/2023",110,"Wednesday","10.04"
"2953","10/04/2023, 12:30-44","12:30-44",12,"30-44","10/04/2023",59,"Wednesday","10.04"
"2954","10/04/2023, 12:30-44","12:30-44",12,"30-44","10/04/2023",1,"Wednesday","10.04"
"2955","10/04/2023, 12:30-44","12:30-44",12,"30-44","10/04/2023",8,"Wednesday","10.04"
"2956","10/04/2023, 12:30-44","12:30-44",12,"30-44","10/04/2023",64,"Wednesday","10.04"
"2957","10/04/2023, 12:45-59","12:45-59",12,"45-59","10/04/2023",2,"Wednesday","10.04"
"2958","10/04/2023, 12:45-59","12:45-59",12,"45-59","10/04/2023",26,"Wednesday","10.04"
"2959","10/04/2023, 12:45-59","12:45-59",12,"45-59","10/04/2023",2,"Wednesday","10.04"
"2960","10/04/2023, 12:45-59","12:45-59",12,"45-59","10/04/2023",8,"Wednesday","10.04"
"2961","10/04/2023, 12:45-59","12:45-59",12,"45-59","10/04/2023",46,"Wednesday","10.04"
"2962","10/04/2023, 13:00-14","13:00-14",13,"00-14","10/04/2023",47,"Wednesday","10.04"
"2963","10/04/2023, 13:00-14","13:00-14",13,"00-14","10/04/2023",2,"Wednesday","10.04"
"2964","10/04/2023, 13:00-14","13:00-14",13,"00-14","10/04/2023",10,"Wednesday","10.04"
"2965","10/04/2023, 13:00-14","13:00-14",13,"00-14","10/04/2023",84,"Wednesday","10.04"
"2966","10/04/2023, 13:15-29","13:15-29",13,"15-29","10/04/2023",2,"Wednesday","10.04"
"2967","10/04/2023, 13:15-29","13:15-29",13,"15-29","10/04/2023",57,"Wednesday","10.04"
"2968","10/04/2023, 13:15-29","13:15-29",13,"15-29","10/04/2023",4,"Wednesday","10.04"
"2969","10/04/2023, 13:15-29","13:15-29",13,"15-29","10/04/2023",78,"Wednesday","10.04"
"2970","10/04/2023, 13:30-44","13:30-44",13,"30-44","10/04/2023",23,"Wednesday","10.04"
"2971","10/04/2023, 13:30-44","13:30-44",13,"30-44","10/04/2023",5,"Wednesday","10.04"
"2972","10/04/2023, 13:30-44","13:30-44",13,"30-44","10/04/2023",44,"Wednesday","10.04"
"2973","10/04/2023, 13:45-59","13:45-59",13,"45-59","10/04/2023",13,"Wednesday","10.04"
"2974","10/04/2023, 13:45-59","13:45-59",13,"45-59","10/04/2023",1,"Wednesday","10.04"
"2975","10/04/2023, 13:45-59","13:45-59",13,"45-59","10/04/2023",3,"Wednesday","10.04"
"2976","10/04/2023, 13:45-59","13:45-59",13,"45-59","10/04/2023",27,"Wednesday","10.04"
"2977","10/04/2023, 14:00-14","14:00-14",14,"00-14","10/04/2023",10,"Wednesday","10.04"
"2978","10/04/2023, 14:00-14","14:00-14",14,"00-14","10/04/2023",4,"Wednesday","10.04"
"2979","10/04/2023, 14:00-14","14:00-14",14,"00-14","10/04/2023",5,"Wednesday","10.04"
"2980","10/04/2023, 14:00-14","14:00-14",14,"00-14","10/04/2023",22,"Wednesday","10.04"
"2981","10/04/2023, 14:15-29","14:15-29",14,"15-29","10/04/2023",22,"Wednesday","10.04"
"2982","10/04/2023, 14:15-29","14:15-29",14,"15-29","10/04/2023",3,"Wednesday","10.04"
"2983","10/04/2023, 14:15-29","14:15-29",14,"15-29","10/04/2023",43,"Wednesday","10.04"
"2984","10/04/2023, 14:30-44","14:30-44",14,"30-44","10/04/2023",22,"Wednesday","10.04"
"2985","10/04/2023, 14:30-44","14:30-44",14,"30-44","10/04/2023",3,"Wednesday","10.04"
"2986","10/04/2023, 14:30-44","14:30-44",14,"30-44","10/04/2023",49,"Wednesday","10.04"
"2987","10/04/2023, 14:45-59","14:45-59",14,"45-59","10/04/2023",22,"Wednesday","10.04"
"2988","10/04/2023, 14:45-59","14:45-59",14,"45-59","10/04/2023",1,"Wednesday","10.04"
"2989","10/04/2023, 14:45-59","14:45-59",14,"45-59","10/04/2023",58,"Wednesday","10.04"
"2990","10/04/2023, 15:00-14","15:00-14",15,"00-14","10/04/2023",3,"Wednesday","10.04"
"2991","10/05/2023, 8:00-14","8:00-14",8,"00-14","10/05/2023",7,"Thursday","10.05"
"2992","10/05/2023, 8:00-14","8:00-14",8,"00-14","10/05/2023",3,"Thursday","10.05"
"2993","10/05/2023, 8:00-14","8:00-14",8,"00-14","10/05/2023",9,"Thursday","10.05"
"2994","10/05/2023, 8:15-29","8:15-29",8,"15-29","10/05/2023",4,"Thursday","10.05"
"2995","10/05/2023, 8:15-29","8:15-29",8,"15-29","10/05/2023",1,"Thursday","10.05"
"2996","10/05/2023, 8:15-29","8:15-29",8,"15-29","10/05/2023",6,"Thursday","10.05"
"2997","10/05/2023, 8:30-44","8:30-44",8,"30-44","10/05/2023",1,"Thursday","10.05"
"2998","10/05/2023, 8:30-44","8:30-44",8,"30-44","10/05/2023",1,"Thursday","10.05"
"2999","10/05/2023, 8:30-44","8:30-44",8,"30-44","10/05/2023",16,"Thursday","10.05"
"3000","10/05/2023, 8:45-59","8:45-59",8,"45-59","10/05/2023",10,"Thursday","10.05"
"3001","10/05/2023, 8:45-59","8:45-59",8,"45-59","10/05/2023",30,"Thursday","10.05"
"3002","10/05/2023, 9:00-14","9:00-14",9,"00-14","10/05/2023",1,"Thursday","10.05"
"3003","10/05/2023, 9:00-14","9:00-14",9,"00-14","10/05/2023",4,"Thursday","10.05"
"3004","10/05/2023, 9:00-14","9:00-14",9,"00-14","10/05/2023",1,"Thursday","10.05"
"3005","10/05/2023, 9:00-14","9:00-14",9,"00-14","10/05/2023",34,"Thursday","10.05"
"3006","10/05/2023, 9:15-29","9:15-29",9,"15-29","10/05/2023",7,"Thursday","10.05"
"3007","10/05/2023, 9:15-29","9:15-29",9,"15-29","10/05/2023",1,"Thursday","10.05"
"3008","10/05/2023, 9:15-29","9:15-29",9,"15-29","10/05/2023",21,"Thursday","10.05"
"3009","10/05/2023, 9:30-44","9:30-44",9,"30-44","10/05/2023",14,"Thursday","10.05"
"3010","10/05/2023, 9:30-44","9:30-44",9,"30-44","10/05/2023",2,"Thursday","10.05"
"3011","10/05/2023, 9:30-44","9:30-44",9,"30-44","10/05/2023",29,"Thursday","10.05"
"3012","10/05/2023, 9:45-59","9:45-59",9,"45-59","10/05/2023",16,"Thursday","10.05"
"3013","10/05/2023, 9:45-59","9:45-59",9,"45-59","10/05/2023",1,"Thursday","10.05"
"3014","10/05/2023, 9:45-59","9:45-59",9,"45-59","10/05/2023",3,"Thursday","10.05"
"3015","10/05/2023, 9:45-59","9:45-59",9,"45-59","10/05/2023",26,"Thursday","10.05"
"3016","10/05/2023, 10:00-14","10:00-14",10,"00-14","10/05/2023",20,"Thursday","10.05"
"3017","10/05/2023, 10:00-14","10:00-14",10,"00-14","10/05/2023",1,"Thursday","10.05"
"3018","10/05/2023, 10:00-14","10:00-14",10,"00-14","10/05/2023",35,"Thursday","10.05"
"3019","10/05/2023, 10:15-29","10:15-29",10,"15-29","10/05/2023",12,"Thursday","10.05"
"3020","10/05/2023, 10:15-29","10:15-29",10,"15-29","10/05/2023",2,"Thursday","10.05"
"3021","10/05/2023, 10:15-29","10:15-29",10,"15-29","10/05/2023",16,"Thursday","10.05"
"3022","10/05/2023, 10:30-44","10:30-44",10,"30-44","10/05/2023",3,"Thursday","10.05"
"3023","10/05/2023, 10:45-59","10:45-59",10,"45-59","10/05/2023",5,"Thursday","10.05"
"3024","10/05/2023, 10:45-59","10:45-59",10,"45-59","10/05/2023",1,"Thursday","10.05"
"3025","10/05/2023, 10:45-59","10:45-59",10,"45-59","10/05/2023",9,"Thursday","10.05"
"3026","10/05/2023, 11:00-14","11:00-14",11,"00-14","10/05/2023",31,"Thursday","10.05"
"3027","10/05/2023, 11:00-14","11:00-14",11,"00-14","10/05/2023",3,"Thursday","10.05"
"3028","10/05/2023, 11:00-14","11:00-14",11,"00-14","10/05/2023",57,"Thursday","10.05"
"3029","10/05/2023, 11:15-29","11:15-29",11,"15-29","10/05/2023",39,"Thursday","10.05"
"3030","10/05/2023, 11:15-29","11:15-29",11,"15-29","10/05/2023",1,"Thursday","10.05"
"3031","10/05/2023, 11:15-29","11:15-29",11,"15-29","10/05/2023",1,"Thursday","10.05"
"3032","10/05/2023, 11:15-29","11:15-29",11,"15-29","10/05/2023",67,"Thursday","10.05"
"3033","10/05/2023, 11:30-44","11:30-44",11,"30-44","10/05/2023",51,"Thursday","10.05"
"3034","10/05/2023, 11:30-44","11:30-44",11,"30-44","10/05/2023",1,"Thursday","10.05"
"3035","10/05/2023, 11:30-44","11:30-44",11,"30-44","10/05/2023",3,"Thursday","10.05"
"3036","10/05/2023, 11:30-44","11:30-44",11,"30-44","10/05/2023",122,"Thursday","10.05"
"3037","10/05/2023, 11:45-59","11:45-59",11,"45-59","10/05/2023",50,"Thursday","10.05"
"3038","10/05/2023, 11:45-59","11:45-59",11,"45-59","10/05/2023",1,"Thursday","10.05"
"3039","10/05/2023, 11:45-59","11:45-59",11,"45-59","10/05/2023",1,"Thursday","10.05"
"3040","10/05/2023, 11:45-59","11:45-59",11,"45-59","10/05/2023",77,"Thursday","10.05"
"3041","10/05/2023, 12:00-14","12:00-14",12,"00-14","10/05/2023",43,"Thursday","10.05"
"3042","10/05/2023, 12:00-14","12:00-14",12,"00-14","10/05/2023",1,"Thursday","10.05"
"3043","10/05/2023, 12:00-14","12:00-14",12,"00-14","10/05/2023",8,"Thursday","10.05"
"3044","10/05/2023, 12:00-14","12:00-14",12,"00-14","10/05/2023",67,"Thursday","10.05"
"3045","10/05/2023, 12:15-29","12:15-29",12,"15-29","10/05/2023",44,"Thursday","10.05"
"3046","10/05/2023, 12:15-29","12:15-29",12,"15-29","10/05/2023",1,"Thursday","10.05"
"3047","10/05/2023, 12:15-29","12:15-29",12,"15-29","10/05/2023",7,"Thursday","10.05"
"3048","10/05/2023, 12:15-29","12:15-29",12,"15-29","10/05/2023",73,"Thursday","10.05"
"3049","10/05/2023, 12:30-44","12:30-44",12,"30-44","10/05/2023",39,"Thursday","10.05"
"3050","10/05/2023, 12:30-44","12:30-44",12,"30-44","10/05/2023",1,"Thursday","10.05"
"3051","10/05/2023, 12:30-44","12:30-44",12,"30-44","10/05/2023",9,"Thursday","10.05"
"3052","10/05/2023, 12:30-44","12:30-44",12,"30-44","10/05/2023",49,"Thursday","10.05"
"3053","10/05/2023, 12:45-59","12:45-59",12,"45-59","10/05/2023",46,"Thursday","10.05"
"3054","10/05/2023, 12:45-59","12:45-59",12,"45-59","10/05/2023",11,"Thursday","10.05"
"3055","10/05/2023, 12:45-59","12:45-59",12,"45-59","10/05/2023",74,"Thursday","10.05"
"3056","10/05/2023, 13:00-14","13:00-14",13,"00-14","10/05/2023",1,"Thursday","10.05"
"3057","10/05/2023, 13:00-14","13:00-14",13,"00-14","10/05/2023",47,"Thursday","10.05"
"3058","10/05/2023, 13:00-14","13:00-14",13,"00-14","10/05/2023",4,"Thursday","10.05"
"3059","10/05/2023, 13:00-14","13:00-14",13,"00-14","10/05/2023",6,"Thursday","10.05"
"3060","10/05/2023, 13:00-14","13:00-14",13,"00-14","10/05/2023",120,"Thursday","10.05"
"3061","10/05/2023, 13:15-29","13:15-29",13,"15-29","10/05/2023",56,"Thursday","10.05"
"3062","10/05/2023, 13:15-29","13:15-29",13,"15-29","10/05/2023",3,"Thursday","10.05"
"3063","10/05/2023, 13:15-29","13:15-29",13,"15-29","10/05/2023",3,"Thursday","10.05"
"3064","10/05/2023, 13:15-29","13:15-29",13,"15-29","10/05/2023",69,"Thursday","10.05"
"3065","10/05/2023, 13:30-44","13:30-44",13,"30-44","10/05/2023",20,"Thursday","10.05"
"3066","10/05/2023, 13:30-44","13:30-44",13,"30-44","10/05/2023",3,"Thursday","10.05"
"3067","10/05/2023, 13:30-44","13:30-44",13,"30-44","10/05/2023",25,"Thursday","10.05"
"3068","10/05/2023, 13:45-59","13:45-59",13,"45-59","10/05/2023",23,"Thursday","10.05"
"3069","10/05/2023, 13:45-59","13:45-59",13,"45-59","10/05/2023",2,"Thursday","10.05"
"3070","10/05/2023, 13:45-59","13:45-59",13,"45-59","10/05/2023",21,"Thursday","10.05"
"3071","10/05/2023, 14:00-14","14:00-14",14,"00-14","10/05/2023",9,"Thursday","10.05"
"3072","10/05/2023, 14:00-14","14:00-14",14,"00-14","10/05/2023",1,"Thursday","10.05"
"3073","10/05/2023, 14:00-14","14:00-14",14,"00-14","10/05/2023",18,"Thursday","10.05"
"3074","10/05/2023, 14:15-29","14:15-29",14,"15-29","10/05/2023",16,"Thursday","10.05"
"3075","10/05/2023, 14:15-29","14:15-29",14,"15-29","10/05/2023",1,"Thursday","10.05"
"3076","10/05/2023, 14:15-29","14:15-29",14,"15-29","10/05/2023",3,"Thursday","10.05"
"3077","10/05/2023, 14:15-29","14:15-29",14,"15-29","10/05/2023",38,"Thursday","10.05"
"3078","10/05/2023, 14:30-44","14:30-44",14,"30-44","10/05/2023",21,"Thursday","10.05"
"3079","10/05/2023, 14:30-44","14:30-44",14,"30-44","10/05/2023",27,"Thursday","10.05"
"3080","10/05/2023, 14:45-59","14:45-59",14,"45-59","10/05/2023",18,"Thursday","10.05"
"3081","10/05/2023, 14:45-59","14:45-59",14,"45-59","10/05/2023",1,"Thursday","10.05"
"3082","10/05/2023, 14:45-59","14:45-59",14,"45-59","10/05/2023",18,"Thursday","10.05"
"3083","10/05/2023, 15:00-14","15:00-14",15,"00-14","10/05/2023",3,"Thursday","10.05"
"3084","10/05/2023, 15:00-14","15:00-14",15,"00-14","10/05/2023",2,"Thursday","10.05"
"3085","10/06/2023, 8:00-14","8:00-14",8,"00-14","10/06/2023",3,"Friday","10.06"
"3086","10/06/2023, 8:00-14","8:00-14",8,"00-14","10/06/2023",2,"Friday","10.06"
"3087","10/06/2023, 8:00-14","8:00-14",8,"00-14","10/06/2023",14,"Friday","10.06"
"3088","10/06/2023, 8:15-29","8:15-29",8,"15-29","10/06/2023",2,"Friday","10.06"
"3089","10/06/2023, 8:15-29","8:15-29",8,"15-29","10/06/2023",1,"Friday","10.06"
"3090","10/06/2023, 8:15-29","8:15-29",8,"15-29","10/06/2023",3,"Friday","10.06"
"3091","10/06/2023, 8:30-44","8:30-44",8,"30-44","10/06/2023",3,"Friday","10.06"
"3092","10/06/2023, 8:30-44","8:30-44",8,"30-44","10/06/2023",2,"Friday","10.06"
"3093","10/06/2023, 8:30-44","8:30-44",8,"30-44","10/06/2023",9,"Friday","10.06"
"3094","10/06/2023, 8:45-59","8:45-59",8,"45-59","10/06/2023",7,"Friday","10.06"
"3095","10/06/2023, 8:45-59","8:45-59",8,"45-59","10/06/2023",2,"Friday","10.06"
"3096","10/06/2023, 8:45-59","8:45-59",8,"45-59","10/06/2023",9,"Friday","10.06"
"3097","10/06/2023, 9:00-14","9:00-14",9,"00-14","10/06/2023",24,"Friday","10.06"
"3098","10/06/2023, 9:00-14","9:00-14",9,"00-14","10/06/2023",6,"Friday","10.06"
"3099","10/06/2023, 9:00-14","9:00-14",9,"00-14","10/06/2023",27,"Friday","10.06"
"3100","10/06/2023, 9:15-29","9:15-29",9,"15-29","10/06/2023",16,"Friday","10.06"
"3101","10/06/2023, 9:15-29","9:15-29",9,"15-29","10/06/2023",2,"Friday","10.06"
"3102","10/06/2023, 9:15-29","9:15-29",9,"15-29","10/06/2023",1,"Friday","10.06"
"3103","10/06/2023, 9:15-29","9:15-29",9,"15-29","10/06/2023",23,"Friday","10.06"
"3104","10/06/2023, 9:30-44","9:30-44",9,"30-44","10/06/2023",9,"Friday","10.06"
"3105","10/06/2023, 9:30-44","9:30-44",9,"30-44","10/06/2023",2,"Friday","10.06"
"3106","10/06/2023, 9:30-44","9:30-44",9,"30-44","10/06/2023",22,"Friday","10.06"
"3107","10/06/2023, 9:45-59","9:45-59",9,"45-59","10/06/2023",4,"Friday","10.06"
"3108","10/06/2023, 9:45-59","9:45-59",9,"45-59","10/06/2023",28,"Friday","10.06"
"3109","10/06/2023, 10:00-14","10:00-14",10,"00-14","10/06/2023",15,"Friday","10.06"
"3110","10/06/2023, 10:00-14","10:00-14",10,"00-14","10/06/2023",18,"Friday","10.06"
"3111","10/06/2023, 10:15-29","10:15-29",10,"15-29","10/06/2023",5,"Friday","10.06"
"3112","10/06/2023, 10:15-29","10:15-29",10,"15-29","10/06/2023",2,"Friday","10.06"
"3113","10/06/2023, 10:15-29","10:15-29",10,"15-29","10/06/2023",7,"Friday","10.06"
"3114","10/06/2023, 10:30-44","10:30-44",10,"30-44","10/06/2023",1,"Friday","10.06"
"3115","10/06/2023, 10:30-44","10:30-44",10,"30-44","10/06/2023",1,"Friday","10.06"
"3116","10/06/2023, 10:45-59","10:45-59",10,"45-59","10/06/2023",3,"Friday","10.06"
"3117","10/06/2023, 10:45-59","10:45-59",10,"45-59","10/06/2023",9,"Friday","10.06"
"3118","10/06/2023, 11:00-14","11:00-14",11,"00-14","10/06/2023",23,"Friday","10.06"
"3119","10/06/2023, 11:00-14","11:00-14",11,"00-14","10/06/2023",2,"Friday","10.06"
"3120","10/06/2023, 11:00-14","11:00-14",11,"00-14","10/06/2023",63,"Friday","10.06"
"3121","10/06/2023, 11:15-29","11:15-29",11,"15-29","10/06/2023",22,"Friday","10.06"
"3122","10/06/2023, 11:15-29","11:15-29",11,"15-29","10/06/2023",42,"Friday","10.06"
"3123","10/06/2023, 11:30-44","11:30-44",11,"30-44","10/06/2023",23,"Friday","10.06"
"3124","10/06/2023, 11:30-44","11:30-44",11,"30-44","10/06/2023",2,"Friday","10.06"
"3125","10/06/2023, 11:30-44","11:30-44",11,"30-44","10/06/2023",19,"Friday","10.06"
"3126","10/06/2023, 11:45-59","11:45-59",11,"45-59","10/06/2023",26,"Friday","10.06"
"3127","10/06/2023, 11:45-59","11:45-59",11,"45-59","10/06/2023",2,"Friday","10.06"
"3128","10/06/2023, 11:45-59","11:45-59",11,"45-59","10/06/2023",23,"Friday","10.06"
"3129","10/06/2023, 12:00-14","12:00-14",12,"00-14","10/06/2023",1,"Friday","10.06"
"3130","10/06/2023, 12:00-14","12:00-14",12,"00-14","10/06/2023",45,"Friday","10.06"
"3131","10/06/2023, 12:00-14","12:00-14",12,"00-14","10/06/2023",5,"Friday","10.06"
"3132","10/06/2023, 12:00-14","12:00-14",12,"00-14","10/06/2023",37,"Friday","10.06"
"3133","10/06/2023, 12:15-29","12:15-29",12,"15-29","10/06/2023",1,"Friday","10.06"
"3134","10/06/2023, 12:15-29","12:15-29",12,"15-29","10/06/2023",53,"Friday","10.06"
"3135","10/06/2023, 12:15-29","12:15-29",12,"15-29","10/06/2023",2,"Friday","10.06"
"3136","10/06/2023, 12:15-29","12:15-29",12,"15-29","10/06/2023",10,"Friday","10.06"
"3137","10/06/2023, 12:15-29","12:15-29",12,"15-29","10/06/2023",59,"Friday","10.06"
"3138","10/06/2023, 12:30-44","12:30-44",12,"30-44","10/06/2023",44,"Friday","10.06"
"3139","10/06/2023, 12:30-44","12:30-44",12,"30-44","10/06/2023",1,"Friday","10.06"
"3140","10/06/2023, 12:30-44","12:30-44",12,"30-44","10/06/2023",4,"Friday","10.06"
"3141","10/06/2023, 12:30-44","12:30-44",12,"30-44","10/06/2023",39,"Friday","10.06"
"3142","10/06/2023, 12:45-59","12:45-59",12,"45-59","10/06/2023",24,"Friday","10.06"
"3143","10/06/2023, 12:45-59","12:45-59",12,"45-59","10/06/2023",1,"Friday","10.06"
"3144","10/06/2023, 12:45-59","12:45-59",12,"45-59","10/06/2023",5,"Friday","10.06"
"3145","10/06/2023, 12:45-59","12:45-59",12,"45-59","10/06/2023",28,"Friday","10.06"
"3146","10/06/2023, 13:00-14","13:00-14",13,"00-14","10/06/2023",23,"Friday","10.06"
"3147","10/06/2023, 13:00-14","13:00-14",13,"00-14","10/06/2023",1,"Friday","10.06"
"3148","10/06/2023, 13:00-14","13:00-14",13,"00-14","10/06/2023",6,"Friday","10.06"
"3149","10/06/2023, 13:00-14","13:00-14",13,"00-14","10/06/2023",20,"Friday","10.06"
"3150","10/06/2023, 13:15-29","13:15-29",13,"15-29","10/06/2023",21,"Friday","10.06"
"3151","10/06/2023, 13:15-29","13:15-29",13,"15-29","10/06/2023",1,"Friday","10.06"
"3152","10/06/2023, 13:15-29","13:15-29",13,"15-29","10/06/2023",3,"Friday","10.06"
"3153","10/06/2023, 13:15-29","13:15-29",13,"15-29","10/06/2023",33,"Friday","10.06"
"3154","10/06/2023, 13:30-44","13:30-44",13,"30-44","10/06/2023",27,"Friday","10.06"
"3155","10/06/2023, 13:30-44","13:30-44",13,"30-44","10/06/2023",2,"Friday","10.06"
"3156","10/06/2023, 13:30-44","13:30-44",13,"30-44","10/06/2023",1,"Friday","10.06"
"3157","10/06/2023, 13:30-44","13:30-44",13,"30-44","10/06/2023",19,"Friday","10.06"
"3158","10/06/2023, 13:45-59","13:45-59",13,"45-59","10/06/2023",13,"Friday","10.06"
"3159","10/06/2023, 13:45-59","13:45-59",13,"45-59","10/06/2023",5,"Friday","10.06"
"3160","10/06/2023, 13:45-59","13:45-59",13,"45-59","10/06/2023",8,"Friday","10.06"
"3161","10/06/2023, 14:00-14","14:00-14",14,"00-14","10/06/2023",5,"Friday","10.06"
"3162","10/06/2023, 14:00-14","14:00-14",14,"00-14","10/06/2023",3,"Friday","10.06"
"3163","10/11/2023, 7:45-59","7:45-59",7,"45-59","10/11/2023",2,"Wednesday","10.11"
"3164","10/11/2023, 7:45-59","7:45-59",7,"45-59","10/11/2023",1,"Wednesday","10.11"
"3165","10/11/2023, 8:00-14","8:00-14",8,"00-14","10/11/2023",5,"Wednesday","10.11"
"3166","10/11/2023, 8:00-14","8:00-14",8,"00-14","10/11/2023",1,"Wednesday","10.11"
"3167","10/11/2023, 8:00-14","8:00-14",8,"00-14","10/11/2023",2,"Wednesday","10.11"
"3168","10/11/2023, 8:00-14","8:00-14",8,"00-14","10/11/2023",11,"Wednesday","10.11"
"3169","10/11/2023, 8:15-29","8:15-29",8,"15-29","10/11/2023",9,"Wednesday","10.11"
"3170","10/11/2023, 8:15-29","8:15-29",8,"15-29","10/11/2023",1,"Wednesday","10.11"
"3171","10/11/2023, 8:15-29","8:15-29",8,"15-29","10/11/2023",1,"Wednesday","10.11"
"3172","10/11/2023, 8:15-29","8:15-29",8,"15-29","10/11/2023",39,"Wednesday","10.11"
"3173","10/11/2023, 8:30-44","8:30-44",8,"30-44","10/11/2023",11,"Wednesday","10.11"
"3174","10/11/2023, 8:30-44","8:30-44",8,"30-44","10/11/2023",1,"Wednesday","10.11"
"3175","10/11/2023, 8:30-44","8:30-44",8,"30-44","10/11/2023",32,"Wednesday","10.11"
"3176","10/11/2023, 8:45-59","8:45-59",8,"45-59","10/11/2023",7,"Wednesday","10.11"
"3177","10/11/2023, 8:45-59","8:45-59",8,"45-59","10/11/2023",8,"Wednesday","10.11"
"3178","10/11/2023, 8:45-59","8:45-59",8,"45-59","10/11/2023",19,"Wednesday","10.11"
"3179","10/11/2023, 9:00-14","9:00-14",9,"00-14","10/11/2023",6,"Wednesday","10.11"
"3180","10/11/2023, 9:00-14","9:00-14",9,"00-14","10/11/2023",25,"Wednesday","10.11"
"3181","10/11/2023, 9:15-29","9:15-29",9,"15-29","10/11/2023",1,"Wednesday","10.11"
"3182","10/11/2023, 9:15-29","9:15-29",9,"15-29","10/11/2023",9,"Wednesday","10.11"
"3183","10/11/2023, 9:15-29","9:15-29",9,"15-29","10/11/2023",1,"Wednesday","10.11"
"3184","10/11/2023, 9:15-29","9:15-29",9,"15-29","10/11/2023",16,"Wednesday","10.11"
"3185","10/11/2023, 9:30-44","9:30-44",9,"30-44","10/11/2023",5,"Wednesday","10.11"
"3186","10/11/2023, 9:30-44","9:30-44",9,"30-44","10/11/2023",26,"Wednesday","10.11"
"3187","10/11/2023, 9:45-59","9:45-59",9,"45-59","10/11/2023",11,"Wednesday","10.11"
"3188","10/11/2023, 9:45-59","9:45-59",9,"45-59","10/11/2023",10,"Wednesday","10.11"
"3189","10/11/2023, 10:00-14","10:00-14",10,"00-14","10/11/2023",17,"Wednesday","10.11"
"3190","10/11/2023, 10:00-14","10:00-14",10,"00-14","10/11/2023",1,"Wednesday","10.11"
"3191","10/11/2023, 10:00-14","10:00-14",10,"00-14","10/11/2023",33,"Wednesday","10.11"
"3192","10/11/2023, 10:15-29","10:15-29",10,"15-29","10/11/2023",1,"Wednesday","10.11"
"3193","10/11/2023, 10:15-29","10:15-29",10,"15-29","10/11/2023",5,"Wednesday","10.11"
"3194","10/11/2023, 10:15-29","10:15-29",10,"15-29","10/11/2023",1,"Wednesday","10.11"
"3195","10/11/2023, 10:15-29","10:15-29",10,"15-29","10/11/2023",7,"Wednesday","10.11"
"3196","10/11/2023, 10:30-44","10:30-44",10,"30-44","10/11/2023",5,"Wednesday","10.11"
"3197","10/11/2023, 10:30-44","10:30-44",10,"30-44","10/11/2023",1,"Wednesday","10.11"
